mrl_key,processor,mr,mr_ln_no,jcn,techwrt,nomenclature,cog,fsc,niin,part_no,qty,ui,market_research_up,market_research_ep,avail_typ,request_date,rdd,pri,swilin,hull_or_shop,suggested_source,mfg_cage,apl,nha_equipment_system,nha_model,nha_serial,techmanual,dwg_pc,requestor_remarks,gss_avail,nsn,gss_qty_avail,gss_aac,gss_avail_date,gss_notes,qty2,gss_up,gss_ep,sourcing_analyst,source,part_no2,nomenclature,date_received,validity,lead_time,quote_notes,qty3,quote_ui,up2,ep2,source2,part_no3,nomenclature2,date_received2,validity2,lead_time2,quote_notes2,qty4,quote_ui2,up3,ep3,source3,part_no4,nomenclature3,date_received3,validity3,lead_time3,quote_notes3,qty5,quote_ui3,up4,ep4,source4,part_no5,nomenclature4,date_received4,validity4,lead_time4,quote_notes4,qty6,quote_ui4,up5,ep5,source5,part_no6,nomenclature5,date_received5,validity6,lead_time5,quote_notes5,qty7,quote_ui5,up6,ep6,source6,part_no7,nomenclature6,date_received6,validity7,lead_time6,quote_notes6,qty8,quote_ui6,up7,ep7,quotes_received2,selected_source,selected_part_no,selected_nomenclature,selected_qty,quoted_ui,lowest_up,lowest_ep,quote_notes7,lowest_count,tech_edit_id,pa_submission_date,analyst_pa_remarks,reqnum,awarded_source,awarded_part_no,awarded_nomenclature,awarded_qty,awarded_unit_of_issue,awarded_up,awared_ep,pri_change_2,purchasing_analyst2,purchased_vendor,purchased_part_no,purchased_nomenclature,purchased_qty,purchased_unit_of_issue,up8,ep8,diff_up,diff_ep,do_folder,jin,order_date,reqnum_rb,award_date,order_id,suffix,order_ln_no,edd_to_ches,rec_vse_dt,lot_id,triwall,status,shipdoc_tcn,vse_ship_no,booking,vessel,container,sail_dt,edd_to_egypt,egypt_lsc_arr_dt,analyst_remarks,source_name,ERRORS,original_line
MR20145-EG335,nan,MR20145-EG,335,688-5000693,K21YBGG0752,"WORM-DRIVE HOSE AND TUBE CLAMPS SIZE 13-23, 1/2""-29/32"", (PG=10EA)",nan,nan,nan,5011T32,2,PG,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-25610-001,688.0,MCMASTER-CARR SUPPLY,39429,nan,"PIPING, CIRCULATING AND COOLING SEA WATER",nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,5011T32,nan,44799.0,44829.0,Today,nan,2.0,nan,24.65,49.3,INCREDIBLE SUPPLY  & LOGISTICS,5011T32,nan,44804.0,nan,4-6 weeks,nan,2.0,nan,28.0,56.0,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,2.0,nan,49.88,99.76,"TRUST ONE COMPONENTS, INC",5011T32 (Dixon PN: HSS8),nan,44816.0,nan,14 DAYS,nan,2.0,nan,17.55,35.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4,"TRUST ONE COMPONENTS, INC",nan,nan,nan,nan,17.55,35.1,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC903,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,49
MR20145-EG391,nan,MR20145-EG,391,688-5000706,K21HHKG0637,"VALVE BALL , 3/4"",150 PSI,  BRONZE , FLANGE, ",nan,nan,nan,"385201 - 3/4""",1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-55121-001,688.0,W & O Supply Inc,nan,nan,SEA CHEST BLOWDOWN FOR AMR3 STBD SIDE,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,385201.15,nan,nan,nan,nan,nan,1.0,nan,745.0,745.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,745,745,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC959,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,50
MR20145-EG399,nan,MR20145-EG,399,688-5000707,K21HHKG0654,"VALVE BALL , 3/4"",150 PSI,  BRONZE , FLANGE, ",nan,nan,nan,"385201 - 3/4""",1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-55121-002,688.0,W & O Supply Inc,nan,nan,SEA CHEST BLOWDOWN FOR AMR3 PORT SIDE,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,385201.15,nan,nan,nan,nan,nan,1.0,nan,745.0,745.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,745,745,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC967,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,51
MR20145-EG477,nan,MR20145-EG,477,688-5000730,K21HHKG0467,"Rod, Round 3/4"" Dia. Stainless Steel 316, 6 Feet Long",nan,nan,nan,89325K17,1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52011-003,688.0,MCMASTER-CARR SUPPLY,39429,nan,MPE NO. 2A SUCTION SEA VALVE (256-VL-03),nan,nan,M288E-256-3110,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,89325K17,nan,44799.0,44829.0,Today,nan,1.0,nan,119.86,119.86,INCREDIBLE SUPPLY  & LOGISTICS,89325K17,nan,44804.0,nan,4-6 weeks,nan,1.0,nan,136.16,136.16,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,1.0,nan,159.0,159.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,MCMASTER-CARR SUPPLY,nan,nan,nan,nan,119.86,119.86,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1045,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,52
MR20145-EG481,nan,MR20145-EG,481,688-5000731,K21HHKG0483,"Rod, Round 3/4"" Dia. Stainless Steel 316, 6 Feet Long",nan,nan,nan,89325K17,1,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-52011-004,688.0,MCMASTER-CARR SUPPLY,39429,nan,MPE NO. 2B SUCTION SEA VALVE (256-VL-04),nan,nan,M288E-256-3110,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,MCMASTER-CARR SUPPLY,89325K17,nan,44799.0,44829.0,Today,nan,1.0,nan,119.86,119.86,INCREDIBLE SUPPLY  & LOGISTICS,89325K17,nan,44804.0,nan,4-6 weeks,nan,1.0,nan,136.16,136.16,ISO GROUP,nan,nan,44805.0,nan,1 WEEK,nan,1.0,nan,159.0,159.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,MCMASTER-CARR SUPPLY,nan,nan,nan,nan,119.86,119.86,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1049,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,53
MR20145-EG619,nan,MR20145-EG,619,688-5000754,K21HZGG0057,RUST REMOVER,nan,nan,nan,20FX73,2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-23311-003,688.0,GRAINGER,nan,nan,1A MPDE W4 MAINTENANCE,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,GRAINGER,20FX73,nan,44799.0,44830.0,nan,nan,2.0,nan,188.68,377.36,ISO GROUP,nan,nan,44805.0,nan,3-4 weeks,nan,2.0,nan,255.1,510.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,GRAINGER,nan,nan,nan,nan,188.68,377.36,nan,2,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1187,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,54
MR20145-EG653,nan,MR20145-EG,653,688-5000758,K21HZGG0196,RUST REMOVER,nan,nan,nan,20FX73,2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-23312-003,688.0,GRAINGER,nan,nan,1B MPDE W4 MAINTENANCE,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,GRAINGER,20FX73,nan,44799.0,44830.0,nan,nan,2.0,nan,188.68,377.36,ISO GROUP,nan,nan,44805.0,nan,3-4 weeks,nan,2.0,nan,255.1,510.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,GRAINGER,nan,nan,nan,nan,188.68,377.36,nan,2,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1221,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,55
MR20145-EG685,nan,MR20145-EG,685,688-5000762,K21HZGG0332,RUST REMOVER,nan,nan,nan,20FX73,2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-23313-003,688.0,GRAINGER,nan,nan,2A MPDE W4 MAINTENANCE,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,GRAINGER,20FX73,nan,44799.0,44830.0,nan,nan,2.0,nan,188.68,377.36,ISO GROUP,nan,nan,44805.0,nan,3-4 weeks,nan,2.0,nan,255.1,510.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,GRAINGER,nan,nan,nan,nan,188.68,377.36,nan,2,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1253,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,56
MR20145-EG717,nan,MR20145-EG,717,688-5000766,K21HZGG0470,RUST REMOVER,nan,nan,nan,20FX73,2,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-23314-003,688.0,GRAINGER,nan,nan,2B MPDE W4 MAINTENANCE,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,GRAINGER,20FX73,nan,44799.0,44830.0,nan,nan,2.0,nan,188.68,377.36,INCREDIBLE SUPPLY  & LOGISTICS,20FX73,nan,44804.0,nan,4-6 weeks,nan,2.0,nan,121.54,243.08,ISO GROUP,nan,nan,44805.0,nan,3-4 weeks,nan,2.0,nan,255.1,510.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,INCREDIBLE SUPPLY  & LOGISTICS,nan,nan,nan,nan,121.54,243.08,nan,1,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1285,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,57
MR20145-EG1088,nan,MR20145-EG,1088,688-5000794,K21ABKG0174,"BUSHING INSERT, STAINLESS, 304, 1/4"" IPS x 1/4 OD, SW",nan,nan,nan,"652157 - 1/4"" IPS x 1/4 OD",4,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-004,688.0,W & O Supply Inc,nan,nan,No 1 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,652157.035.304,nan,44813.0,nan,nan,nan,4.0,nan,29.0,116.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,29,116,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1656,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,58
MR20145-EG1089,nan,MR20145-EG,1089,688-5000794,K21ABKG0175,"FEMALE CONNECTOR, CRES, 1/4"" GAUGE  TO 1/4"" TUBE",nan,nan,nan,SS-400-7-4RG,10,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-004,688.0,W & O Supply Inc,nan,nan,No 1 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,Radwell,49543016,nan,44817.0,nan,nan,nan,10.0,nan,28.0,280.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,Radwell,nan,nan,nan,nan,28,280,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1657,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,59
MR20145-EG1090,nan,MR20145-EG,1090,688-5000794,K21ABKG0176,"TUBE, 1/4 OD, 316 STAINLESS, WALL .035, MIL-T-8506",nan,nan,nan,768000-1/4'' OD,40,FT,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-004,688.0,W & O Supply Inc,nan,nan,No 1 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,768100.004.035.MIL,nan,44813.0,nan,nan,nan,40.0,nan,49.0,1960.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,49,1960,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1658,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,60
MR20145-EG1136,nan,MR20145-EG,1136,688-5000796,K21ABKG0252,"BUSHING INSERT, STAINLESS, 304, 1/4"" IPS x 1/4 OD, SW",nan,nan,nan,"652157 - 1/4"" IPS x 1/4 OD",4,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-005,688.0,W & O Supply Inc,nan,nan,No 2 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,652157.035.304,nan,44813.0,nan,nan,nan,4.0,nan,29.0,116.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,29,116,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1704,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,61
MR20145-EG1137,nan,MR20145-EG,1137,688-5000796,K21ABKG0253,"FEMALE CONNECTOR, CRES, 1/4"" GAUGE  TO 1/4"" TUBE",nan,nan,nan,SS-400-7-4RG,10,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-005,688.0,W & O Supply Inc,nan,nan,No 2 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,SN,INCREDIBLE SUPPLY  & LOGISTICS,89325K17,nan,44804.0,nan,4-6 weeks,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,Error,nan,nan,nan,nan,Error,Error,nan,4,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1705,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,62
MR20145-EG1138,nan,MR20145-EG,1138,688-5000796,K21ABKG0254,"TUBE, 1/4 OD, 316 STAINLESS, WALL .035, MIL-T-8506",nan,nan,nan,768000-1/4'' OD,40,FT,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-005,688.0,W & O Supply Inc,nan,nan,No 2 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,768100.004.035.MIL,nan,44813.0,nan,nan,nan,40.0,nan,49.0,1960.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,49,1960,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1706,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,63
MR20145-EG1184,nan,MR20145-EG,1184,688-5000797,K21ABKG0330,"BUSHING INSERT, STAINLESS, 304, 1/4"" IPS x 1/4 OD, SW",nan,nan,nan,"652157 - 1/4"" IPS x 1/4 OD",4,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-006,688.0,W & O Supply Inc,nan,nan,No 3 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,652157.035.304,nan,44813.0,nan,nan,nan,4.0,nan,29.0,116.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,29,116,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1752,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,64
MR20145-EG1185,nan,MR20145-EG,1185,688-5000797,K21ABKG0331,"FEMALE CONNECTOR, CRES, 1/4"" GAUGE  TO 1/4"" TUBE",nan,nan,nan,SS-400-7-4RG,10,EA,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-006,688.0,W & O Supply Inc,nan,nan,No 3 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,Radwell,49543016,nan,44817.0,nan,nan,nan,10.0,nan,28.0,280.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,Radwell,nan,nan,nan,nan,28,280,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1753,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,65
MR20145-EG1186,nan,MR20145-EG,1186,688-5000797,K21ABKG0332,"TUBE, 1/4 OD, 316 STAINLESS, WALL .035, MIL-T-8506",nan,nan,nan,768000-1/4'' OD,40,FT,nan,0.0,DSRA 2022,2021-10-24,2021-12-26,3,688-51410-006,688.0,W & O Supply Inc,nan,nan,No 3 Air Condition Unit,nan,nan,NIC,NIC,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,HAB,W&O Supply,768100.004.035.MIL,nan,44813.0,nan,nan,nan,40.0,nan,49.0,1960.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,W&O Supply,nan,nan,nan,nan,49,1960,nan,3,TBD,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,980FMC1754,nan,FUNDING,nan,FUNDING,nan,nan,nan,nan,nan,nan,CANX FROM EW-ORDERED BY NAVSUP-PER BI-WEEKLY EMR,nan,nan,nan,nan,nan,nan,nan,nan,nan,NEW_DO 980 Phase2.xlsx,None,66
