mrl_key,processor,mr,mr_ln_no,jcn,techwrt,nomenclature,cog,fsc,niin,part_no,qty,ui,market_research_up,market_research_ep,avail_typ,request_date,rdd,pri,swilin,hull_or_shop,suggested_source,mfg_cage,apl,nha_equipment_system,nha_model,nha_serial,techmanual,dwg_pc,requestor_remarks,gss_avail,nsn,gss_qty_avail,gss_aac,gss_avail_date,gss_notes,qty2,gss_up,gss_ep,sourcing_analyst,source,part_no2,nomenclature,date_received,validity,lead_time,quote_notes,qty3,quote_ui,up2,ep2,source2,part_no3,nomenclature2,date_received2,validity2,lead_time2,quote_notes2,qty4,quote_ui2,up3,ep3,source3,part_no4,nomenclature3,date_received3,validity3,lead_time3,quote_notes3,qty5,quote_ui3,up4,ep4,source4,part_no5,nomenclature4,date_received4,validity4,lead_time4,quote_notes4,qty6,quote_ui4,up5,ep5,source5,part_no6,nomenclature5,date_received5,validity6,lead_time5,quote_notes5,qty7,quote_ui5,up6,ep6,source6,part_no7,nomenclature6,date_received6,validity7,lead_time6,quote_notes6,qty8,quote_ui6,up7,ep7,quotes_received2,selected_source,selected_part_no,selected_nomenclature,selected_qty,quoted_ui,lowest_up,lowest_ep,quote_notes7,lowest_count,tech_edit_id,pa_submission_date,analyst_pa_remarks,reqnum,awarded_source,awarded_part_no,awarded_nomenclature,awarded_qty,awarded_unit_of_issue,awarded_up,awared_ep,pri_change_2,purchasing_analyst2,purchased_vendor,purchased_part_no,purchased_nomenclature,purchased_qty,purchased_unit_of_issue,up8,ep8,diff_up,diff_ep,do_folder,jin,order_date,reqnum_rb,award_date,order_id,suffix,order_ln_no,edd_to_ches,rec_vse_dt,lot_id,triwall,status,shipdoc_tcn,vse_ship_no,booking,vessel,container,sail_dt,edd_to_egypt,egypt_lsc_arr_dt,analyst_remarks,source_name12,unnamed_161,ERRORS,original_line
MR20204-EG-1389,Addt'l FMC Material,MR20204-EG,1389,688-5001249,K21BSFG0777,"Door, Fire Retarding, 26"" x 76.4"" LHR, STACO-C, with Frame ZC-2G, Door No.202 (Aluminum Gas Tight) in Joiner Door Hardware List 624-5107999 Rev B Sheet 11",-,nan,Open Purchase,NIC,1.0,EA,nan,0,DSRA 2022,2021-10-24,2021-12-26,1.0,688-16711-032,688,"VT HALTER MARINE, INC.",3BJ86,nan,FIRE RETARDING DOOR,nan,nan,NIC,624-5107999 Rev B Sheet 11,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,leonard,NIC,nan,nan,nan,nan,Historical,1.0,EA,542.7977862791362,542.7977862791362,1.0,leonard,NIC,nan,1,EA,542.7977862791362,542.7977862791362,Historical,4.0,Tech Edit: 1450,nan,nan,RF18608-22,Historical,0,nan,1.0,EA,542.7977862791362,542.7977862791362,1.0,JML,nan,nan,nan,nan,nan,nan,0.0,-542.7977862791362,-542.7977862791362,0,K21BSFG0777,NaT,Tech Edit: 1450,nan,TBTTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"9.20.2023 - No Analyst Remarks found, however, TECH EDIT 1450 was created by Josh Leas.  This line item belongs to JML.",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,554
MR20204-EG-1438,Addt'l FMC Material,MR20204-EG,1438,682-5001293,K21HHB0063,"SCREW,CAP,HEXAGON HEAD",9B,5305,002269204,MS35311-163,16.0,EA,7.53,120.48,DPMA,2022-04-09,2022-06-10,1.0,682-52311-002,682,MILITARY STANDARDS,81349,NIC,NIC,NIC,nan,NIC,NIC,nan,nan,5305002269204.0,nan,nan,nan,nan,nan,0.0,0,nan,Fastenal,nan,nan,44904.0,nan,STK-PA,nan,16.0,EA,8.0,128.0,nan,MIL-DTL-1222,nan,nan,nan,3weeks,nan,16.0,nan,9.85,157.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,Fastenal,0,nan,3,EA,542.7977862791362,128,0,2.0,TBD,nan,nan,RP18854-23,Fastenal,MS35311-163,nan,16.0,EA,8.0,128.0,1.0,Malcolm,Not Purchased,MS35311-163,nan,16.0,EA,8.0,128.0,0.0,0.0,100FMC-073,K21HHB0063,NaT,nan,nan,TBTTA,nan,5.0,2024-04-30 00:00:00,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,6.28.2023 - RFQ Document created (RFQ.23F5000.MR20204-EG-114.152 Add MRL.MDF).  Email sent to PioneerSpares Rep & sales distro box.  Follow-update: 7.1.2023. /// MDF|,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 5305002269204.0,555
MR20204-EG-1443,Addt'l FMC Material,MR20204-EG,1443,682-5001357,K21HHB0192,"3/4"" X 3/4"", SQUARE KEY STOCK, SSTL 316, 36"" Length",nan,nan,nan,98530A442,1.0,EA,218.14,218.14,nan,NaT,NaT,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Fastenal,0952908,nan,44929.0,nan,nan,nan,1.0,EA,220.88,220.88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,Fastenal,0952908,nan,1,EA,925,220.88,0,3.0,TBD,nan,nan,RP18855-23,Fastenal,0952908,nan,1.0,EA,220.88,220.88,1.0,Malcolm,Fastenal,0952908,nan,1.0,EA,220.88,220.88,0.0,0.0,100FMC-073,K21HHB0192,NaT,nan,nan,TBTTA,nan,6.0,2024-04-30 00:00:00,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,6.28.2023 - RFQ Document created (RFQ.23F5000.MR20204-EG-114.152 Add MRL.MDF).  Email sent to PioneerSpares Rep & sales distro box.  Follow-update: 7.1.2023. /// MDF|,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,556
MR20204-EG-1446,Addt'l FMC Material,MR20204-EG,1446,682-0002245,K21HHB0204,"BOLT,MACHINE HEXAGON M16 X 64 mm  Length, CRES A307B",-,nan,nan,BOLT M16 X 64 CRES,16.0,EA,3.5,56,nan,2022-04-09,2022-06-10,1.0,682-26110-001,682,NIC,NIC,NIC,NIC,NIC,nan,NIC,"M2888E261-3110, REV 07 PC. NO. 27",nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Fastenal,M72710065A20000,nan,44914.0,nan,nan,nan,16.0,EA,2.5,40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,Fastenal,M72710065A20000,nan,16,EA,3.26,40,0,3.0,TBD,nan,nan,RP18855-23,Fastenal,M72710065A20000,nan,16.0,EA,2.5,40.0,1.0,Malcolm,Fastenal,M72710065A20000,nan,16.0,EA,2.85,45.6,0.3500000000000001,5.600000000000001,100FMC-073,K21HHB0204,NaT,nan,nan,TBTTA,nan,7.0,2024-04-30 00:00:00,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,6.28.2023 - RFQ Document created (RFQ.23F5000.MR20204-EG-114.152 Add MRL.MDF).  Email sent to PioneerSpares Rep & sales distro box.  Follow-update: 7.1.2023. /// MDF|,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,557
MR20204-EG-1449,Addt'l FMC Material,MR20204-EG,1449,682-0002246,K21HHB0207,"BOLT,MACHINE HEXAGON M16 X 64 mm  Length, CRES A307B",-,nan,nan,BOLT M16 X 64 CRES,16.0,EA,3.5,56,DPMA,2022-04-09,2022-06-10,1.0,682-26110-002,682,NIC,NIC,NIC,NIC,NIC,nan,NIC,"M2888E261-3110, REV 07 PC. NO. 27",nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Fastenal,M72710065A20000,nan,44914.0,nan,nan,nan,16.0,EA,2.5,40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,Fastenal,M72710065A20000,nan,16,EA,3.26,40,0,3.0,TBD,nan,nan,RP18855-23,Fastenal,M72710065A20000,nan,16.0,EA,2.5,40.0,1.0,Malcolm,Fastenal,M72710065A20000,nan,16.0,EA,2.85,45.6,0.3500000000000001,5.600000000000001,100FMC-073,K21HHB0207,NaT,nan,nan,TBTTA,nan,8.0,2024-04-30 00:00:00,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,6.28.2023 - RFQ Document created (RFQ.23F5000.MR20204-EG-114.152 Add MRL.MDF).  Email sent to PioneerSpares Rep & sales distro box.  Follow-update: 7.1.2023. /// MDF|,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,558
MR20204-EG-1452,Addt'l FMC Material,MR20204-EG,1452,682-0002247,K21HHB0210,"BOLT,MACHINE HEXAGON M16 X 64 mm  Length, CRES A307B",-,nan,nan,BOLT M16 X 64 CRES,16.0,EA,3.5,56,DPMA,2022-04-09,2022-06-10,1.0,682-26110-003,682,NIC,NIC,NIC,NIC,NIC,nan,NIC,"M2888E261-3110, REV 07 PC. NO. 27",nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Fastenal,M72710065A20000,nan,44914.0,nan,nan,nan,16.0,EA,2.5,40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,Fastenal,M72710065A20000,nan,16,EA,3.26,40,0,3.0,TBD,nan,nan,RP18855-23,Fastenal,M72710065A20000,nan,16.0,EA,2.5,40.0,1.0,Malcolm,Fastenal,M72710065A20000,nan,16.0,EA,2.85,45.6,0.3500000000000001,5.600000000000001,100FMC-073,K21HHB0210,NaT,nan,nan,TBTTA,nan,9.0,2024-04-30 00:00:00,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,6.28.2023 - RFQ Document created (RFQ.23F5000.MR20204-EG-114.152 Add MRL.MDF).  Email sent to PioneerSpares Rep & sales distro box.  Follow-update: 7.1.2023. /// MDF|,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,559
MR20204-EG-1455,Addt'l FMC Material,MR20204-EG,1455,682-0002248,K21HHB0213,"BOLT,MACHINE HEXAGON M16 X 64 mm  Length, CRES A307B",-,nan,nan,BOLT M16 X 64 CRES,16.0,EA,3.5,56,DPMA,2022-04-09,2022-06-10,1.0,682-26110-004,682,NIC,NIC,NIC,NIC,NIC,nan,NIC,"M2888E261-3110, REV 07 PC. NO. 27",nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,Fastenal,M72710065A20000,nan,44914.0,nan,nan,nan,16.0,EA,2.5,40.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,Fastenal,M72710065A20000,nan,16,EA,4.6,40,0,3.0,TBD,nan,nan,RP18855-23,Fastenal,M72710065A20000,nan,16.0,EA,2.5,40.0,1.0,Malcolm,Fastenal,M72710065A20000,nan,16.0,EA,2.5,40.0,0.0,0.0,100FMC-073,K21HHB0213,NaT,nan,nan,TBTTA,nan,10.0,2024-04-30 00:00:00,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,6.28.2023 - RFQ Document created (RFQ.23F5000.MR20204-EG-114.152 Add MRL.MDF).  Email sent to PioneerSpares Rep & sales distro box.  Follow-update: 7.1.2023. /// MDF|,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,560
MR20204-EG-2365,Addt'l FMC Material,MR20204-EG,2365,688-5001181,K21SHFG0778,STACO-7003 MORTISE LATCH ,-,nan,Open Purchase, STACO-7003 (ML),11.0,EA,nan,0,DSRA 2022,2021-10-24,2021-12-26,1.0,688-16711-033,688,STACO,NIC,nan,DOOR LATCHES,nan,nan,624-5107999,JMMS DWG NO. 09-4065-624-01,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,ZenSupply,COR-ML2057-LSF-626,nan,732.0,nan,nan,nan,11.0,EA,570.0,6270.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,ZenSupply,COR-ML2057-LSF-626,nan,2,FT,4.05,6270,0,3.0,Tech Edit: 1861,nan,nan,RM18684-23,ZenSupply,COR-ML2057-LSF-626,nan,11.0,EA,570.0,6270.0,1.0,"Keith L - (Sperated, V2X LA team)",Staco,STACO-7003,MORTISE LATCH,11.0,EA,95.0,1045.0,-475.0,-5225.0,100FMC-257,K21SHFG0778,2024-03-20,PRKRL5000FMC-257,nan,TBTTA,nan,1.0,10/30/24 - 4 weeks after payment,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"KRL 5/4/2023 Sent RFQ to Staco in S. Korea
KRL 6/23/2023 Sent RFQ to Staco Rep in Florida. No Quote. Said that must contact Staco in S, Korea for a quote. Requested pricing through STACO website.
KRL 7/24/2023 Re-sent RFQ to Staco in Korea via e-mail and website.
KRL 9/26/2023 Called Bella Hardware (Appt. Only), Exquisite Hardware & Detail (John) Bird Decorative Hardware & Bath. Left message at all vendors.
KRL 9/29/2023 Called Staco Systems in CA. Left msg.
KRL 10/4/2023 Sent RFQ to Bird Decorative Hardware and Bath.
KRL 1/10/24 Sent RFQ to Jamison Door. No Quote
KRL 1-11-24 Sent RFQ to Jamestown Metal Marine Sales.
KRL 3/18/24 Staco added to 319.
KRL 3/21/24 E-mail to Jane Lee (STACO) making sure she received 319.
KRL 4/2/24 E-mailed Mayra to see if 319 was received from STACO",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,561
MR20204-EG-2366,Addt'l FMC Material,MR20204-EG,2366,688-5001181,K21SHFG0779,STACO-7000 CYLINDER MORTISE LATCH ,-,nan,Open Purchase, STACO-7000 (CM),4.0,EA,nan,0,DSRA 2022,2021-10-24,2021-12-26,1.0,688-16711-033,688,STACO,NIC,nan,DOOR LATCHES,nan,nan,624-5107999,JMMS DWG NO. 09-4065-624-01,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,ZenSupply,105500-0-18-P,nan,732.0,nan,nan,nan,4.0,EA,183.85,735.4,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,ZenSupply,105500-0-18-P,nan,11,EA,570,735.4,0,3.0,Tech Edit: 1862,nan,nan,RM18684-23,ZenSupply,105500-0-18-P,nan,4.0,EA,183.85,735.4,1.0,"Keith L - (Sperated, V2X LA team)",Staco,STACO-7000,CYLINDER MORTISE LATCH,4.0,EA,120.0,480.0,-63.849999999999994,-255.39999999999998,100FMC-257,K21SHFG0779,2024-03-20,PRKRL5000FMC-257,nan,TBTTA,nan,2.0,10/30/24 - 4 weeks after payment,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"KRL 5/4/2023 Sent RFQ to Staco in S. Korea
KRL 6/23/2023 Sent RFQ to Staco Rep in Florida. No Quote. Said that must contact Staco in S, Korea for a quote. Requested pricing through STACO website.
KRL 7/24/2023 Re-sent RFQ to Staco in Korea via e-mail and website.
KRL 9/26/2023 Called Bella Hardware (Appt. Only), Exquisite Hardware & Detail (John) Bird Decorative Hardware & Bath. Left message at all vendors.
KRL 9/29/2023 Called Staco Systems in CA. Left msg.
KRL 10/4/2023 Sent RFQ to Bird Decorative Hardware and Bath.
KRL 1/10/24 Sent RFQ to Jamison Door. No Quote
KRL 1-11-24 Sent RFQ to Jamestown Metal Marine Sales.
KRL 3/18/24 Staco added to 319.
KRL 3/21/24 E-mail to Jane Lee (STACO) making sure she received 319.
KRL 4/2/24 E-mailed Mayra to see if 319 was received from STACO",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,None,562
MR20204-EG-2546,Addt'l FMC Material,MR20204-EG,2546,99010-01,Blank,FILTER REGULATOR PARKER MODEL B1104WJC   INCH NPT,nan,4330,014466295,B1104WJC,82.0,EA,nan,0,nan,NaT,NaT,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4330014466295.0,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,PARKER HANNIFIN ,B1104WJC,nan,nan,nan,nan,Historical,82.0,EA,124.52976681378038,10211.44087872999,1.0,PARKER HANNIFIN ,B1104WJC,nan,1,EA,142.33,10211.44087872999,Historical,4.0,Tech Edit: 1887,nan,nan,RP18846-23,Historical,0,nan,82.0,0,124.52976681378038,10211.44087872999,1.0,JML,nan,nan,nan,nan,nan,nan,0.0,-124.52976681378038,-10211.44087872999,0,nan,NaT,Tech Edit: 1887,nan,TBTTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"03/05/24- JML: Item is no longer manufactured by Parker and is OBSOLETE> Submitted TECH EDIT 1887 to Jesse for advisement
04/16/24- JML: TE REPLY- purchase from Radwell. Sent email to Kyle requesting pricing for immediate purchase. 
05/09/24- JML: Followed up with Kyle about the RFQ I sent and he said the item is OBSOLETE and he is researching to see if it has been superseded. Also sending back in TECH EDIT to find replacement",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 4330014466295.0,563
MR20205-EG-02,FMC CSMP 106&107,MR20205-EG,2,COSMAL 5002414,FMC LSC 149,"TAPE,INSULATION,ELECTRICAL",nan,5970,001858531,A-A-2094,50.0,EA,3,150,CSMP FMC107,2021-10-28,2021-11-28,4.0,nan,686,ANSUL FIRE PROTECTION,04JH1,nan,"ALARM, SAFETY, AND WARNING SYSTEMS",nan,nan,nan,nan,nan,nan,5970001858531.0,0.0,J,44952.0,50,10.43,521.5,521.5,JML,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,GSS,5970001988621,nan,44952.0,nan,nan,nan,50.0,EA,10.43,521.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,GSS,5970001988621,nan,15,EA,56.9,521.5,0,3.0,TBD,nan,Q9672132654002,RP18857-23,GSS,5970001988621,nan,50.0,EA,10.43,521.5,4.0,James,DLA,5970001988621,"TAPE,INSULATION,ELECTRICAL",50.0,EA,10.43,521.5,0.0,0.0,100FMC-162,FMC LSC 149,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"5/7/2024-MSL awaiting response from vendor Mitchell Bearings
6/27/2024 - JB - Pricing and availability submitted to PUMP SYSTEMS LLC",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 5970001858531.0,564
MR20205-EG-04,FMC CSMP 106&107,MR20205-EG,4,COSMAL5002402,FMC LSC 125,"FILTER,FLUID",nan,4330,013316674,5520504,4.0,EA,270,1080,CSMP FMC107,2021-10-28,2021-11-28,4.0,nan,LSC,3M CO ADMININISTRATIVE ELECTRONIC,20999,nan,MAINTANANCE,nan,nan,nan,nan,nan,nan,4330013316674.0,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,GSS,2940013410200,nan,732.0,nan,nan,nan,1.0,EA,450.72,450.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,GSS,2940013410200,nan,10,EA,8.41,1802.88,0,4.0,Tech Edit: 1791,nan,nan,RP18858-23,Like Item,0,nan,1.0,0,450.72,450.72,4.0,Franklin,GSS,4330013316674,"FILTER,FLUID",4.0,EA,nan,0.0,-450.72,-450.72,0,FMC LSC 125,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"12.12.2023 - Tech Edit: 1791 was xreated for this issue, Awt SME reply. /// MDF|
06/21/24- JML: TE REPLY- Quote provided by Jesse. MRL update request states to stop all purchases, this is a priority 4 and will not move forward with purchase until told to. ",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 4330013316674.0,565
MR20205-EG-05,FMC CSMP 106&107,MR20205-EG,5,COSMAL 5002433,FMC LSC 154,"SWITCH,FLOW",nan,5930,013611977,HR-81LG-005,12.0,EA,373,4476,CSMP FMC106,2021-09-28,2021-10-28,4.0,nan,LSC,NAVAL SEA SYSTEMS COMMAND,53711,nan,76MM GUN,nan,nan,nan,nan,nan,nan,5930013611977.0,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,HVACPLUS.COM,HR81LG005,nan,7306.0,nan,nan,nan,12.0,EA,1083.42,13001.04,sales@Radwell.com,HR-81LG-005,nan,7306.0,nan,nan,nan,1.0,EA,499.0,499.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,Radwell.com,HR-81LG-005,nan,4,EA,450.72,5988,0,3.0,TBD,nan,nan,RP18858-23,Like Item,0,nan,12.0,0,1083.42,13001.04,4.0,Franklin,Radwell International,HR-81LG-005,AIR FLOW SWITCH,12.0,EA,499.0,5988.0,-584.4200000000001,-7013.040000000001,0,FMC LSC 154,NaT,nan,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,12.19.2023 - Order staged in DO folder: (MDF) 100FMC-XXX Radwell International). /// MDF |,Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 5930013611977.0,566
MR20205-EG-07,FMC CSMP 106&107,MR20205-EG,7,COSMAL5002276,FMC LSC 106,CONTROLLER AQM.2K,nan,6110,016161597,B595160001,2.0,EA,300,600,CSMP FMC106,2021-09-28,2021-10-28,4.0,nan,LSC,SEA RECOVERY CORPORATION,1BZ02,nan,REVERSE OSIMOSIS DESALINATOR,nan,nan,nan,nan,nan,nan,6110016161597.0,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,GSS,6110015917949,nan,732.0,nan,nan,nan,1.0,EA,3305.76,3305.76,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,GSS,6110015917949,nan,4,EA,138,6611.52,0,4.0,TBD,nan,nan,RP18858-23,Like Item,0,nan,1.0,0,3305.76,3305.76,4.0,Franklin,nan,nan,nan,nan,nan,nan,0.0,-3305.76,-3305.76,0,FMC LSC 106,NaT,Tech Edit 1793,nan,TTA,nan,nan,nan,nan,nan,nan,NOT ORDERED-TRANSFER TO AMENTUM FOR ORDER,nan,nan,nan,nan,nan,nan,nan,nan,"12.12.2023 - Tech Edit: 1793 was xreated for this issue, Awt SME reply. /// MDF|",Purchasing 23F5000 MRL (Final 041123).xlsb,nan,nsn: 6110016161597.0,567
